"ZZOfoYear_ID[ZZOfoYear]","Value","Name","ZZMigrationCode","ZZOfoLevelType","IsSummary"
2023,"2021-313902",Wood Processing Control Technician,2574,,N
2023,"2021-313903","Clothing, Textile and Footwear Manufacturing Process Control Technician",2575,,N
2023,"2021-313905",Cotton Ginning Process Controller,2576,,N
2023,"2021-313906",Fresh Produce Packing Controller,2577,,N
2023,"2021-313907",Food and Beverage Manufacturing Process Controller,2578,,N
2023,"2021-313908",Sugar Process Controller,2579,,N
2023,"2021-313909",Miller,2580,,N
2023,"2021-313910",Juice Extraction Process Controller,2581,,N
2023,"2021-313911",Grain Handling Controller,2582,,N
2023,"2021-313912",Mineral Beneficiation Process Controller,2583,,N
2023,"2021-313913",Chemical Waste Controller,2584,,N
2023,"2021-313916",Manufacturing Production Technicians,2585,,N
2023,"2021-313917",Pulp and Paper Manufacturing Process Control Technician,2586,,N
2023,"2021-314101",Life Science Technician,2587,,N
2023,"2021-314102",Environmental Science Technician,2588,,N
2023,"2021-314201",Agricultural Technician,2589,,N
2023,"2021-314301",Forestry Technician,2590,,N
2023,"2021-314302",Forestry Research Technician,2591,,N
2023,"2021-315101",Marine Engineer,2592,,N
2023,"2021-315201",Ship's Master,2593,,N
2023,"2021-315202",Ship's Officer,2594,,N
2023,"2021-315203",Ship's Surveyor,2595,,N
2023,"2021-315204",Marine Certification & Surveillance Manager,2596,,N
2023,"2021-315205",Boat Driver / Coxswain,2597,,N
2023,"2021-315206",Aids to Navigation Manager,2598,,N
2023,"2021-315207",Aids to Navigation Technician,2599,,N
2023,"2021-315301",Aircraft Navigator,2600,,N
2023,"2021-315302",Flight Engineer,2601,,N
2023,"2021-315303",Aeroplane Pilot,2602,,N
2023,"2021-315304",Flying Instructor,2603,,N
2023,"2021-315305",Helicopter Pilot,2604,,N
2023,"2021-315306",Balloonist,2605,,N
2023,"2021-315401",Traffic Controller,2606,,N
2023,"2021-315501",Airborne Electronics Analyst,2607,,N
2023,"2021-315502",Airworthiness Surveyor,2608,,N
2023,"2021-321101",Medical Diagnostic Radiographer,2609,,N
2023,"2021-321102",Medical Radiation Therapist,2610,,N
2023,"2021-321103",Nuclear Medicine Technologist,2611,,N
2023,"2021-321104",Sonographer,2612,,N
2023,"2021-321105",Anaesthetic Technician,2613,,N
2023,"2021-321106",Cardiac Technician,2614,,N
2023,"2021-321107",Operating Theatre Technician,2615,,N
2023,"2021-321108",Audiometrist,2616,,N
2023,"2021-321109",Dialysis Technician,2617,,N
2023,"2021-321110",Neurophysiological Technician,2618,,N
2023,"2021-321111",Renal Technician,2619,,N
2023,"2021-321112",Intensive Care Technician,2620,,N
2023,"2021-321113",Orthopaedic Technician,2621,,N
2023,"2021-321114",Health Technical Support Officer,2622,,N
2023,"2021-321115",Medical Electronic Equipment Operator,2623,,N
2023,"2021-321116",Electroencephalographic Technician,2624,,N
2023,"2021-321117",Radiation Laboratory Technician,2625,,N
2023,"2021-321118",Orthotist or Prosthetist,2626,,N
2023,"2021-321119",Pulmonology Clinical Technologist,2627,,N
2023,"2021-321120",Reproductive Biology Clinical Technologist,2628,,N
2023,"2021-321121",Cardiothoracic Perfusion Clinical Technologist,2629,,N
2023,"2021-321122",Occupational Therapy Technician,2630,,N
2023,"2021-321123",Orientation and Mobility Practitioner,2631,,N
2023,"2021-321201",Medical Technician,2632,,N
2023,"2021-321206",Medical Technologist,2633,,N
2023,"2021-321301",Pharmacy Technician,2634,,N
2023,"2021-321401",Clinical Dental Technician,2635,,N
2023,"2021-321402",Dental Technician,2636,,N
2023,"2021-321403",Dental Therapist,2637,,N
2023,"2021-321405",Orthotic and Prosthetic Technician,2638,,N
2023,"2021-321406",Dental Technologist,2639,,N
2023,"2021-322101",Enrolled Nurse,2640,,N
2023,"2021-322102",Mother Craft Nurse,2641,,N
2023,"2021-322201",Assistant Midwife,2642,,N
2023,"2021-323101",Indigenous Heath Worker (Inyanga),2643,,N
2023,"2021-323102",Ancillary Health Care Worker,2644,,N
2023,"2021-323105",Therapeutic Aromatherapist,2645,,N
2023,"2021-323106",Therapeutic Reflexologist,2646,,N
2023,"2021-324101",Veterinary Nurse,2647,,N
2023,"2021-324102",Veterinary Technician,2648,,N
2023,"2021-324103",Veterinary Technologist,2649,,N
2023,"2021-325101",Dental Assistant,2650,,N
2023,"2021-325102",Oral Hygienist,2651,,N
2023,"2021-325201",Health Information Manager,2652,,N
2023,"2021-325301",Health Promotion Practitioner,2653,,N
2023,"2021-325401",Dispensing Optician,2654,,N
2023,"2021-325501",Massage Therapist,2655,,N
2023,"2021-325502",Hydrotherapist,2656,,N
2023,"2021-325503",Electrotherapist,2657,,N
2023,"2021-325504",Physiotherapy Technician,2658,,N
2023,"2021-325601",Clinical Associate,2659,,N
2023,"2021-325701",Environmental and Occupational Health Inspector,2660,,N
2023,"2021-325702",Marine Safety Officer,2661,,N
2023,"2021-325703",Agricultural / Horticultural Produce Inspector,2662,,N
2023,"2021-325704",Aquaculture Produce Analyst,2663,,N
2023,"2021-325705",Safety Inspector,2664,,N
2023,"2021-325706",Ammunition Technician,2665,,N
2023,"2021-325707",Mine Health and Safety Inspector,2666,,N
2023,"2021-325708",Magazine Master,2667,,N
2023,"2021-325801",Ambulance Officer,2668,,N
2023,"2021-325802",Intensive Care Ambulance Paramedic / Ambulance Paramedic,2669,,N
2023,"2021-325901",Chiropractor,2670,,N
2023,"2021-325902",Osteopath,2671,,N
2023,"2021-331101",Securities Dealer,2672,,N
2023,"2021-331105",Asset Swap Administrator,2673,,N
2023,"2021-331106",Financial Markets Settlement Officer,2674,,N
2023,"2021-331201",Credit or Loans Officer,2675,,N
2023,"2021-331204",False Worker,2676,,N
2023,"2021-331205",Business Banker,2677,,N
2023,"2021-331301",Bookkeeper,2678,,N
2023,"2021-331302",Accounting Technician,2679,,N
2023,"2021-331303",Tax Technician,2680,,N
2023,"2021-331401",Statistical and Mathematical Assistant,2681,,N
2023,"2021-331501",Valuer,2682,,N
2023,"2021-331502",Insurance Investigator,2683,,N
2023,"2021-331503",Insurance Loss Adjuster,2684,,N
2023,"2021-331504",Insurance Risk Surveyor,2685,,N
2023,"2021-331505",Vehicle Damage Quantifier,2686,,N
2023,"2021-332101",Insurance Agent,2687,,N
2023,"2021-332102",Insurance Broker,2688,,N
2023,"2021-332201",Commercial Sales Representative,2689,,N
2023,"2021-332202",Sales Representative (Building and Plumbing Supplies),2690,,N
2023,"2021-332203",Sales Representative (Personal and Household Goods),2691,,N
2023,"2021-332204",Commercial Services Sales Agent,2692,,N
2023,"2021-332205",Manufacturers Representative,2693,,N
2023,"2021-332206",Sales Representative (Photographic Equipment and Supplies),2694,,N
2023,"2021-332207",Chemical Sales Representative,2695,,N
2023,"2021-332208",Pharmacy Sales Assistant,2696,,N
2023,"2021-332301",Retail Buyer,2697,,N
2023,"2021-332302",Purchasing Officer,2698,,N
2023,"2021-332401",Commodities Trader,2699,,N
2023,"2021-332402",Finance Broker,2700,,N
2023,"2021-333101",Clearing and Forwarding Agent,2701,,N
2023,"2021-333201",Events Manager,2702,,N
2023,"2021-333301",Recruitment Officer,2703,,N
2023,"2021-333302",Labour Recruitment Consultant: Permanent Employment Agency (PEA),2704,,N
2023,"2021-333303",Labour Recruitment Consultant: Temporary Employment Services (TES),2705,,N
2023,"2021-333401",Property Manager,2706,,N
2023,"2021-333402",Real Estate Agent,2707,,N
2023,"2021-333404",Real Estate Sales Settlement Administrator,2708,,N
2023,"2021-333405",Real Estate Agency Principal ,2709,,N
2023,"2021-333406",Property Lease Administrator,2710,,N
2023,"2021-333901",Auctioneer,2711,,N
2023,"2021-333902",Special Services Contracting Agent,2712,,N
2023,"2021-333903",Sales Representative (Business Services),2713,,N
2023,"2021-333904",Business Broker,2714,,N
2023,"2021-333905",Supply Chain Practitioner,2715,,N
2023,"2021-333906",Stock and Station Agent,2716,,N
2023,"2021-333907",Property Portfolio and Asset Manager,2717,,N
2023,"2021-333908",Marketing Coordinator,2718,,N
2023,"2021-333909",Bid Assistant,2719,,N
2023,"2021-333910",Business Support Coordinator,2720,,N
2023,"2021-333911",Physical Asset Practitioner,2721,,N
2023,"2021-334101",Office Supervisor,2722,,N
2023,"2021-334102",Office Administrator,2723,,N
2023,"2021-334103",Call Centre Team Leader,2724,,N
2023,"2021-334201",Legal Secretary,2725,,N
2023,"2021-334301",Secretary Bargaining Council,2726,,N
2023,"2021-334302",Personal Assistant,2727,,N
2023,"2021-334401",Medical Secretary,2728,,N
2023,"2021-335101",Customs Officer,2729,,N
2023,"2021-335102",Immigration Officer,2730,,N
2023,"2021-335201",Taxation Inspector,2731,,N
2023,"2021-335301",Social Security Assessor,2732,,N
2023,"2021-335401",Driving license examiner  ,2733,,N
2023,"2021-335402",Import-export Administrator,2734,,N
2023,"2021-335403",Passport Officer (Issuing),2735,,N
2023,"2021-335404",Motor Vehicle Examiner,2736,,N
2023,"2021-335501",Detective,2737,,N
2023,"2021-335502",Crash Investigator ,2738,,N
2023,"2021-335901",Labour Inspector,2739,,N
2023,"2021-335902",Wage Inspector,2740,,N
2023,"2021-335903",Refugee Status Determination Officer,2741,,N
2023,"2021-335904",Pest Management Officer,2742,,N
2023,"2021-335905",Water Allocation Officer,2743,,N
2023,"2021-335906",Environmental Practices Inspector,2744,,N
2023,"2021-335907",Weights and Measures Inspector,2745,,N
2023,"2021-335908",Censorship Inspector,2746,,N
2023,"2021-335909",Price Inspector,2747,,N
2023,"2021-335910",Trade Mark Examiner,2748,,N
2023,"2021-335911",Quarantine Officer,2749,,N
2023,"2021-335912",Fisheries Officer,2750,,N
2023,"2021-335913",Building Inspector,2751,,N
2023,"2021-335914",Train Examiner,2752,,N
2023,"2021-335915",Transport Operations Inspector,2753,,N
2023,"2021-335916",Gaming Operations Compliance Officer,2754,,N
2023,"2021-341101",Conveyancer,2755,,N
2023,"2021-341102",Legal Executive,2756,,N
2023,"2021-341103",Paralegal,2757,,N
2023,"2021-341104",Clerk of Court,2758,,N
2023,"2021-341105",Court Bailiff,2759,,N
2023,"2021-341106",Court Orderly / Court Registry Officer,2760,,N
2023,"2021-341107",Law Clerk,2761,,N
2023,"2021-341108",Trust Officer,2762,,N
2023,"2021-341109",Private Investigator,2763,,N
2023,"2021-341110",Associate Legal Professional,2764,,N
2023,"2021-341111",Debt Counsellor,2765,,N
2023,"2021-341112",Labour Dispute Enforcement Agent,2766,,N
2023,"2021-341201",Auxiliary Community Development Practitioner,2767,,N
2023,"2021-341202",Disabilities Services Officer,2768,,N
2023,"2021-341203",Social Auxiliary Worker,2769,,N
2023,"2021-341204",Auxiliary Child and Youth Care Worker,2770,,N
2023,"2021-341301",Religious Associate Professional,2771,,N
2023,"2021-342101",Footballer,2772,,N
2023,"2021-342102",Golfer,2773,,N
2023,"2021-342103",Jockey,2774,,N
2023,"2021-342104",Cricketer,2775,,N
2023,"2021-342105",Athlete,2776,,N
2023,"2021-342106",Boxer,2777,,N
2023,"2021-342107",Cyclist,2778,,N
2023,"2021-342108",Racing Driver,2779,,N
2023,"2021-342109",Surfer,2780,,N
2023,"2021-342110",Swimmer,2781,,N
2023,"2021-342111",Tennis Player,2782,,N
2023,"2021-342112",Wrestler,2783,,N
2023,"2021-342113",Yachtsman,2784,,N
2023,"2021-342114",Other Sportsperson,2785,,N
2023,"2021-342201",Sports Development Officer,2786,,N
2023,"2021-342202",Sports Umpire,2787,,N
2023,"2021-342203",Sports Official,2788,,N
2023,"2021-342204",Sports Coach or Instructor,2789,,N
2023,"2021-342301",Fitness Instructor,2790,,N
2023,"2021-342302",Outdoor Adventure Guide,2791,,N
2023,"2021-342303",Caving Guide,2792,,N
2023,"2021-343101",Photographer,2793,,N
2023,"2021-343102",Air Observer,2794,,N
2023,"2021-343201",Interior Designer,2795,,N
2023,"2021-343202",Interior Decorator,2796,,N
2023,"2021-343203",Visual Merchandiser,2797,,N
2023,"2021-343204",Set Designer,2798,,N
2023,"2021-343301",Gallery or Museum Technician,2799,,N
2023,"2021-343302",Library Technician,2800,,N
2023,"2021-343401",Chef,2801,,N
2023,"2021-343901",Tattoo Artist,2802,,N
2023,"2021-343902",Light Technician,2803,,N
2023,"2021-343903",Stage Manager,2804,,N
2023,"2021-343904",Theatrical Dresser,2805,,N
2023,"2021-343905",Stunt Person,2806,,N
2023,"2021-343906",Special Effects Person,2807,,N
2023,"2021-343907",Continuity Person,2808,,N
2023,"2021-343908",Film Technician,2809,,N
2023,"2021-343909",Microphone Boom Operator,2810,,N
2023,"2021-343910",Performing Arts Road Manager,2811,,N
2023,"2021-351101",Computer Operator,2812,,N
2023,"2021-351201",ICT Communications Assistant,2813,,N
2023,"2021-351301",Computer Network Technician,2814,,N
2023,"2021-351302",Geographic Information Systems Technicians,2815,,N
2023,"2021-351303",Marine GIS Technician,2816,,N
2023,"2021-351401",Web Technician,2817,,N
2023,"2021-352101",Broadcast Transmitter Operator,2818,,N
2023,"2021-352102","Camera Operator (Film, Television or Video)",2819,,N
2023,"2021-352103",Sound Technician,2820,,N
2023,"2021-352104",Television Equipment Operator,2821,,N
2023,"2021-352105",Radio Station Operator,2822,,N
2023,"2021-352106","Production Assistant (Film, Television or Radio)",2823,,N
2023,"2021-352201",Telecommunications Technical Officer or Technologist,2824,,N
2023,"2021-411101",General Clerk,2825,,N
2023,"2021-411102",Back Office Process Consultant,2826,,N
2023,"2021-411103",Parole Board Clerk,2827,,N
2023,"2021-412101",Secretary (General),2828,,N
2023,"2021-413101",Word Processing Operator,2829,,N
2023,"2021-413102",Machine Shorthand Reporter,2830,,N
2023,"2021-413201",Data Entry Operator,2831,,N
2023,"2021-421101",Bank Teller,2832,,N
2023,"2021-421102",Bank Worker,2833,,N
2023,"2021-421103",Currency Exchange Officer,2834,,N
2023,"2021-421104",Banknote Processor,2835,,N
2023,"2021-421105",Postal Frontline Service Worker,2836,,N
2023,"2021-421201",Bookmaker,2837,,N
2023,"2021-421202",Gaming Worker,2838,,N
2023,"2021-421203",Betting Agency Counter Clerk,2839,,N
2023,"2021-421204",Bookmaker's Clerk,2840,,N
2023,"2021-421205",Telephone Betting Clerk,2841,,N
2023,"2021-421206",Bingo Caller,2842,,N
2023,"2021-421207",Lotto Operator,2843,,N
2023,"2021-421301",Pawnbrokers and Money-lenders,2844,,N
2023,"2021-421401",Debt Collector,2845,,N
2023,"2021-422101",Tourist Information Officer,2846,,N
2023,"2021-422102",Travel Consultant,2847,,N
2023,"2021-422201",Inbound Contact Centre Consultant,2848,,N
2023,"2021-422202",Outbound Contact Centre Consultant,2849,,N
2023,"2021-422203",Contact Centre Real Time Advisor,2850,,N
2023,"2021-422204",Contact Centre Resource Planner,2851,,N
2023,"2021-422205",Contact Centre Forecast Analyst,2852,,N
2023,"2021-422206",Call or Contact Centre Agent,2853,,N
2023,"2021-422301",Switchboard Operator,2854,,N
2023,"2021-422401",Hotel or Motel Receptionist,2855,,N
2023,"2021-422501",Enquiry Clerk,2856,,N
2023,"2021-422601",Receptionist (General),2857,,N
2023,"2021-422602",Medical Receptionist,2858,,N
2023,"2021-422701",Survey Interviewer,2859,,N
2023,"2021-422901",Admissions Clerk,2860,,N
2023,"2021-422902",Ship's Purser,2861,,N
2023,"2021-431101",Accounts Clerk,2862,,N
2023,"2021-431102",Cost Clerk,2863,,N
2023,"2021-431103",Taxation Clerk,2864,,N
2023,"2021-431201",Insurance Administrator,2865,,N
2023,"2021-431202",Securities Services Administrative Officer,2866,,N
2023,"2021-431203",Statistical Clerk,2867,,N
2023,"2021-431204",Insurance Claims Administrator,2868,,N
2023,"2021-431301",Payroll Clerk,2869,,N
2023,"2021-432101",Stock Clerk / Officer,2870,,N
2023,"2021-432102",Dispatching and Receiving Clerk / Officer,2871,,N
2023,"2021-432103",Order Clerk / Officer,2872,,N
2023,"2021-432104",Warehouse Administrator / Clerk,2873,,N
2023,"2021-432105",Lampman,2874,,N
2023,"2021-432201",Production Coordinator,2875,,N
2023,"2021-432301",Transport Clerk,2876,,N
2023,"2021-441101",Library Assistant,2877,,N
2023,"2021-441201",Courier,2878,,N
2023,"2021-441202",Postal Delivery Officer,2879,,N
2023,"2021-441203",Mail Clerk,2880,,N
2023,"2021-441301",Coding Clerk,2881,,N
2023,"2021-441302",Proof Reader,2882,,N
2023,"2021-441401",Scribe,2883,,N
2023,"2021-441501",Filing or Registry Clerk,2884,,N
2023,"2021-441502",Office Machine Operator,2885,,N
2023,"2021-441601",Human Resources Clerk,2886,,N
2023,"2021-441602",Skills Development Administrator,2887,,N
2023,"2021-441603",Compensation and Benefits Clerk,2888,,N
2023,"2021-441604",Labour Relations Case Administrator,2889,,N
2023,"2021-441605",Academic Administrative Officer,2890,,N
2023,"2021-441901",Classified Advertising Clerk,2891,,N
2023,"2021-441902",Contract Administrator,2892,,N
2023,"2021-441903",Program or Project Administrators,2893,,N
2023,"2021-441905",Account Clerk (Public Relations / Communication),2894,,N
2023,"2021-511101",Flight Attendant,2895,,N
2023,"2021-511102",Bus Hostess,2896,,N
2023,"2021-511103",Marine Steward,2897,,N
2023,"2021-511104",Railway Steward,2898,,N
2023,"2021-511201",Transport Conductor,2899,,N
2023,"2021-511301",Gallery or Museum Guide,2900,,N
2023,"2021-511302",Tour Guide,2901,,N
2023,"2021-512101",Cook,2902,,N
2023,"2021-513101",Waiter,2903,,N
2023,"2021-513102",Cafe Worker,2904,,N
2023,"2021-513201",Bar Attendant,2905,,N
2023,"2021-513202",Barista,2906,,N
2023,"2021-514101",Hairdresser,2907,,N
2023,"2021-514102",Hair or Beauty Salon Assistant,2908,,N
2023,"2021-514201",Skin Care Therapist,2909,,N
2023,"2021-514202",Slimming Therapist,2910,,N
2023,"2021-514203",Hair Removal Technician,2911,,N
2023,"2021-514204",Nail Technician,2912,,N
2023,"2021-514205",Make Up Artist,2913,,N
2023,"2021-514206",Weight Loss Consultant,2914,,N
2023,"2021-514207",Somatologist,2915,,N
2023,"2021-514208",Spa Therapist ,2916,,N
2023,"2021-514209",Aesthetic Laser Therapist ,2917,,N
2023,"2021-514210",Image consultant ,2918,,N
2023,"2021-515101",Hotel Service Manager,2919,,N
2023,"2021-515102",Housekeeping Service Manager,2920,,N
2023,"2021-515103",Commercial Housekeeper,2921,,N
2023,"2021-515104",Cleaning Practitioner,2922,,N
2023,"2021-515201",Domestic Housekeeper,2923,,N
2023,"2021-515202",Butler,2924,,N
2023,"2021-515301",Caretaker,2925,,N
2023,"2021-515302","Amusement, Fitness or Sport Centre Attendant",2926,,N
2023,"2021-516101",Astrologer,2927,,N
2023,"2021-516201",Escort,2928,,N
2023,"2021-516301",Funeral Director,2929,,N
2023,"2021-516303",Embalmer,2930,,N
2023,"2021-516305",Mortuary Technician / Assistant,2931,,N
2023,"2021-516306",Crematorium Operator,2932,,N
2023,"2021-516401",Animal Attendant / Groomer,2933,,N
2023,"2021-516402",Animal Trainer,2934,,N
2023,"2021-516403",Zookeeper,2935,,N
2023,"2021-516404",Dog Walker,2936,,N
2023,"2021-516501",Driving Instructor,2937,,N
2023,"2021-516901",Refuge Worker,2938,,N
2023,"2021-516902",Civil Celebrant,2939,,N
2023,"2021-521101",Street Market Vendor,2940,,N
2023,"2021-521201",Street Food Sales Person,2941,,N
2023,"2021-521202",Cash Van Salesperson,2942,,N
2023,"2021-522101",Antique Dealer,2943,,N
2023,"2021-522102",Salon Manager,2944,,N
2023,"2021-522201",Retail Supervisor,2945,,N
2023,"2021-522301",Sales Assistant (General),2946,,N
2023,"2021-522302",Motorised Vehicle or Caravan Salesperson,2947,,N
2023,"2021-522303",Automotive Parts Salesperson,2948,,N
2023,"2021-522304",ICT Sales Assistant,2949,,N
2023,"2021-523101",Checkout Operator,2950,,N
2023,"2021-523102",Office Cashier,2951,,N
2023,"2021-523103",Ticket Seller,2952,,N
2023,"2021-524101",Model,2953,,N
2023,"2021-524102",Event Stylist,2954,,N
2023,"2021-524201",Sales Demonstrator,2955,,N
2023,"2021-524301",Door-to-door Salesperson,2956,,N
2023,"2021-524401",Call Centre Salesperson,2957,,N
2023,"2021-524501",Service Station Attendant,2958,,N
2023,"2021-524601",Food Service Counter Attendant,2959,,N
2023,"2021-524901",Materials Recycler,2960,,N
2023,"2021-524902",Rental Salesperson,2961,,N
2023,"2021-524903",Sales Clerk / Officer,2962,,N
2023,"2021-524904",Energy Broker,2963,,N
2023,"2021-531101",Child Care Worker,2964,,N
2023,"2021-531102",Family Day Care Worker,2965,,N
2023,"2021-531103",Nanny,2966,,N
2023,"2021-531104",Out of School Hours Care Worker,2967,,N
2023,"2021-531105",Child or Youth Residential Care Assistant,2968,,N
2023,"2021-531106",Hostel Parent,2969,,N
2023,"2021-531201",Teachers' Aide,2970,,N
2023,"2021-531202",Pre-School Aide,2971,,N
2023,"2021-531203",Integration Aide,2972,,N
2023,"2021-532201",Residential Care Officer,2973,,N
2023,"2021-532202",Aged or Disabled Carer,2974,,N
2023,"2021-532203",Community Health Worker,2975,,N
2023,"2021-532901",First Aid Attendant,2976,,N
2023,"2021-532902",Hospital Orderly,2977,,N
2023,"2021-532903",Nursing Support Worker,2978,,N
2023,"2021-532904",Personal Care Assistant,2979,,N
2023,"2021-532905",Therapy Aide,2980,,N
2023,"2021-532906",Natural Remedy Consultant,2981,,N
2023,"2021-541101",Fire Fighter,2982,,N
2023,"2021-541102",Hazardous Materials Removal Workers,2983,,N
2023,"2021-541201",Traffic Officer,2984,,N
2023,"2021-541202", Non - commissioned Police Official,2985,,N
2023,"2021-541203",Military Police Official,2986,,N
2023,"2021-541301",Prison Officer,2987,,N
2023,"2021-541401",Security Officer,2988,,N
2023,"2021-541402","Alarm, Security or Surveillance Monitor",2989,,N
2023,"2021-541403",Retail Loss Prevention Officer,2990,,N
2023,"2021-541404",Close protector,2991,,N
2023,"2021-541501",Intelligence Operator,2992,,N
2023,"2021-541901",Lifeguard,2993,,N
2023,"2021-541902",Emergency Service and Rescue Official,2994,,N
2023,"2021-541903",Parking Inspector,2995,,N
2023,"2021-541904",Armoured Car Escort,2996,,N
2023,"2021-541905",Crowd Controller,2997,,N
2023,"2021-541906",Security Consultant,2998,,N
2023,"2021-541907",Disaster Management Officer,2999,,N
2023,"2021-542101",Naval Combat Operator,3000,,N
2023,"2021-542102",Naval Combat Officer,3001,,N
2023,"2021-542201",Special Forces Manager,3002,,N
2023,"2021-542202",Special Forces Officer,3003,,N
2023,"2021-542203",Special Forces Operator,3004,,N
2023,"2021-542301",Infantry Soldier,3005,,N
2023,"2021-542302",Artillery Soldier,3006,,N
2023,"2021-542303",Air Defence Artillery Soldier,3007,,N
2023,"2021-542304",Armour Soldier,3008,,N
2023,"2021-542305",Engineer Soldier,3009,,N
2023,"2021-542306",Signal Soldier,3010,,N
2023,"2021-542401",Combat Medical Support Operator,3011,,N
2023,"2021-542501",Air Operations Officer,3012,,N
2023,"2021-611101",Agronomy Farmer,3013,,N
2023,"2021-611102",Field Vegetable Farmer,3014,,N
2023,"2021-611201",Arboriculture Farmer,3015,,N
2023,"2021-611202",Horticultural Farmer,3016,,N
2023,"2021-611301",Ornamental Horticultural Farmer,3017,,N
2023,"2021-611302",Landscape Contractor,3018,,N
2023,"2021-611303",Groundskeeper,3019,,N
2023,"2021-611304",Nurseryperson,3020,,N
2023,"2021-611306",Arboriculturist,3021,,N
2023,"2021-611401",Mixed Crop Farm Production Manager / Foreman,3022,,N
2023,"2021-612101",Livestock Farmer,3023,,N
2023,"2021-612102",Dairy Farmer,3024,,N
2023,"2021-612201",Poultry Farmer,3025,,N
2023,"2021-612202",Ratites Farmer,3026,,N
2023,"2021-612301",Insect Farmer,3027,,N
2023,"2021-612901",Avian Farmer,3028,,N
2023,"2021-612902",Game Farmer,3029,,N
2023,"2021-613101",Mixed Crop and Livestock Farmer,3030,,N
2023,"2021-621101",Tree Feller,3031,,N
2023,"2021-621102",Forest and Conservation Workers,3032,,N
2023,"2021-622101",Aquaculture Farmer,3033,,N
2023,"2021-622102",Mariculture Farmer,3034,,N
2023,"2021-622201",Skipper (Fishing Boat),3035,,N
2023,"2021-622301",Master Fisher,3036,,N
2023,"2021-622401",Hunter,3037,,N
2023,"2021-631101",Subsistence Crop Farmer,3038,,N
2023,"2021-631201",Subsistence Livestock Farmer,3039,,N
2023,"2021-631301",Subsistence Mixed Crop and Livestock Farmers,3040,,N
2023,"2021-641101",House Builder,3041,,N
2023,"2021-641201",Bricklayer,3042,,N
2023,"2021-641301",Stonemason,3043,,N
2023,"2021-641302",Granite Cutter,3044,,N
2023,"2021-641303",Refractory Mason,3045,,N
2023,"2021-641401",Concreter,3046,,N
2023,"2021-641402",Fibre-cement Moulder,3047,,N
2023,"2021-641403",Civil Engineering Constructor,3048,,N
2023,"2021-641501",Carpenter and Joiner,3049,,N
2023,"2021-641502",Carpenter,3050,,N
2023,"2021-641503",Joiner,3051,,N
2023,"2021-641901",Demolition Technician,3052,,N
2023,"2021-641902",Scaffolder,3053,,N
2023,"2021-642101",Roof Tiler,3054,,N
2023,"2021-642102",Roof Plumber,3055,,N
2023,"2021-642103",Roof Thatcher,3056,,N
2023,"2021-642201",Wall and Floor Tiler,3057,,N
2023,"2021-642202",Floor Finisher,3058,,N
2023,"2021-642301",Fibrous Plasterer,3059,,N
2023,"2021-642302",Plasterer,3060,,N
2023,"2021-642401",Insulation Installer,3061,,N
2023,"2021-642501",Glazier,3062,,N
2023,"2021-642601",Plumber,3063,,N
2023,"2021-642602",Solar Installer,3064,,N
2023,"2021-642603",Gas Practitioner,3065,,N
2023,"2021-642604",Fire Services Plumber,3066,,N
2023,"2021-642605",Plumbing Inspector,3067,,N
2023,"2021-642606",Heat Pump Installer,3068,,N
2023,"2021-642607",Pipe Fitter,3069,,N
2023,"2021-642701",Air-conditioning and Refrigeration Mechanic,3070,,N
2023,"2021-642702",Refrigeration Mechanic,3071,,N
2023,"2021-643101",Painter,3072,,N
2023,"2021-643201",Industrial Spraypainter,3073,,N
2023,"2021-643202",Vehicle Painter,3074,,N
2023,"2021-643302",Chimney Cleaner,3075,,N
2023,"2021-651101",Moulder,3076,,N
2023,"2021-651201",Pressure Welder,3077,,N
2023,"2021-651202",Welder,3078,,N
2023,"2021-651203",Fitter-welder,3079,,N
2023,"2021-651204",Gas Cutter,3080,,N
2023,"2021-651301",Sheet Metal Worker,3081,,N
2023,"2021-651302",Boiler Maker,3082,,N
2023,"2021-651401",Metal Fabricator,3083,,N
2023,"2021-651402",Structural Steel Erector,3084,,N
2023,"2021-651403",Steel Fixer,3085,,N
2023,"2021-651404",Structural Plater,3086,,N
2023,"2021-651501",Rigger,3087,,N
2023,"2021-651502",Cable and Rope Splicer,3088,,N
2023,"2021-652101",Blacksmith,3089,,N
2023,"2021-652102",Forging Press Worker,3090,,N
2023,"2021-652201",Toolmaker,3091,,N
2023,"2021-652202",Gunsmith,3092,,N
2023,"2021-652203",Locksmith,3093,,N
2023,"2021-652204",Patternmaker,3094,,N
2023,"2021-652205",Master Toolmaker,3095,,N
2023,"2021-652206",Die Sinker,3096,,N
2023,"2021-652301",Metal Machinist,3097,,N
2023,"2021-652302",Fitter and Turner,3098,,N
2023,"2021-652401",Metal Polisher,3099,,N
2023,"2021-652402",Tool Grinder and Sharpener,3100,,N
2023,"2021-652403",Saw Maker and Repairer,3101,,N
2023,"2021-652404",Grinder,3102,,N
2023,"2021-653101",Automotive Motor Mechanic,3103,,N
2023,"2021-653103",Motorcycle Mechanic,3104,,N
2023,"2021-653109",Automotive Engine Mechanic,3105,,N
2023,"2021-653201",Aircraft Maintenance Mechanic,3106,,N
2023,"2021-653202",Aircraft Structures Worker,3107,,N
2023,"2021-653301",Industrial Machinery Mechanic,3108,,N
2023,"2021-653302",Mechanical Equipment Repairer,3109,,N
2023,"2021-653303",Mechanical Fitter,3110,,N
