"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZArtisanCode","ZZArtisanTitle","ZZCredits","RegistrationStartDate","RegistrationEndDate","ZZCanCompleteBefore18","ZZIsTvetncv","ZZMigrateValues"
*,121,Y,"16Q160047601632",National Certificate: Diamond Processing Operator: Top Makeable,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZTradeQualification:ZZTradeQualification_ID:8
*,122,Y,"16Q160050611922",National Certificate: Engineering Maintenance: Underground Hard Rock (Metalliferous) :Horizontal Transport Services,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:4
*,123,Y,"16Q160051001463",National Certificate: Plater/Welder: Open Cast,0,2007-01-01 00:00:00.000,2012-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:15;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070
*,124,Y,"16Q160051001463 (V2)",National Certificate: Plater/Welder: Open Cast,0,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:15;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070
*,125,Y,"16Q160051001463 (V3)",National Certificate Plater/Welder - Opencast (V3),0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:15;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070
*,126,Y,"16Q160052001463",National Certificate: Diesel Mechanic: Open Cast,120,2007-01-01 00:00:00.000,2012-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:9;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1105
*,127,Y,"16Q160052001463 (V2)",National Certificate: Diesel Mechanic: Open Cast,120,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:9;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1105
*,128,Y,"16Q160052001463 (V3)",National Certificate Diesel Mechanic - Open Cast (V3),120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:9;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1105
*,129,Y,"16Q160053001463",National Certificate: Fitting (including machining) : Open Cast,120,2007-01-01 00:00:00.000,2012-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:12;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1102
*,130,Y,"16Q160053001463 (V2)",National Certificate: Fitting (including machining) : Open Cast,120,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:12;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1102
*,131,Y,"16Q160053001463 (V3)",National Certificate Fitting including Machining - Open Cast (V3),120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:12;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1102
*,132,Y,"16Q160054001463",National Certificate: Fitting and Turning: Open Cast,120,2007-01-01 00:00:00.000,2012-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:11;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,133,Y,"16Q160054001463 (V2)",National Certificate: Fitting and Turning: Open Cast,120,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:11;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,134,Y,"16Q160054001463 (V3)",National Certificate Fitter and Turner - Open Cast (V3),120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:11;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,135,Y,"16Q160055702072",National Certificate Engineering Maintenance and Repairing for Underground Coal Mining - Conventional Mining,148,2007-01-01 00:00:00.000,2011-10-20 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:3
*,136,Y,"16Q160056692062",National Certificate Engineering Maintenance and Repairing for Underground Coal Mining- Continuous Mining,148,2007-01-01 00:00:00.000,2011-10-20 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:3
*,137,Y,"16Q160058661842",National Certificate Engineering Maintenance and Repairing for Underground Coal Mining - Breaking Services,148,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZTradeQualification:ZZTradeQualification_ID:3
*,138,Y,"16Q160059991692",National Certificate: Mining Operations Underground Hard Rock Tabular,159,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZTradeQualification:ZZTradeQualification_ID:5
*,139,Y,"16Q1600746441303",National Certificate: Mining Operations: Continuous Mining Operations Underground Coal Level 3,0,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2
*,140,Y,"16Q160080421273",National Certificate in Mining Operations Underground Coal Wall Mining,0,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2
*,141,Y,"16Q160082441503",National Certificate in Mining Operations - Blasting Operation Underground Coal,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:2
*,142,Y,"16Q160095671292",National Certificate: Mineral Processing: Gold,129,2021-01-18 10:48:56.963,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZTradeQualification:ZZTradeQualification_ID:19
*,143,Y,"16Q160144541202",National Certificate: Laboratory Practice: General),120,2016-10-21 09:02:27.647,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZTradeQualification:ZZTradeQualification_ID:25
*,144,Y,"16Q160146541202",National Certificate: Laboratory Practice: Coal,120,2016-10-21 09:35:47.163,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZTradeQualification:ZZTradeQualification_ID:25
*,145,Y,"16Q160170321263",National Certificate: Lamproom Operations,126,2014-11-27 10:41:59.877,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:28
*,146,Y,"16Q160177511383",National Certificate: Mining Technical Support: Geology,138,2018-02-08 09:53:10.077,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:24
*,147,Y,"16Q160179301204",Further Education and Training Certificate: Mechanical Engineering: Fitting,120,2017-02-17 15:04:38.257,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:23;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,148,Y,"16Q160182451203",National Certificate: Mechanical Engineering: Fitting,120,2017-02-17 14:54:26.323,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:21;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,149,Y,"16Q160183611604",Further Education Training Certificate: Exploration Geology,160,2017-02-17 14:42:46.207,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:27
*,150,Y,"16Q160184421383",National Certificate: Mining Technical Support: Sampling,138,2017-02-28 13:42:26.980,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:24;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:814
*,151,Y,"16Q160185681302",National Certificate: Mechanical Engineering: Fitting,130,2017-02-17 15:16:45.680,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZTradeQualification:ZZTradeQualification_ID:22;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,152,Y,"16Q160186541604",Further Education Training Certificate: Mining Geology,160,2017-02-17 14:30:15.737,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:27
*,153,Y,"16Q160187471383",National Certificate: Mining Technical Support: Survey,138,2017-02-17 11:52:55.780,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZTradeQualification:ZZTradeQualification_ID:24;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:814
*,154,Y,"16Q160193001404",Further Education and Training Certificate: Laboratory Analysis: Mining and Minerals ,140,2018-01-10 09:53:25.130,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:26
*,155,Y,"16Q160193001404",Further Education and Training: Laboratory Analysis: Mining and Minerals,140,2018-01-10 11:57:48.740,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:26
*,156,Y,"16Q160193001404",Further Education and Training Certificate: Laboratory Analysis: Mining and Minerals,140,2017-12-05 11:39:34.410,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:26
*,157,Y,"16Q160193001404(TESTING)",Further Education and Training Certificate: Laboratory Analysis: Mining and Minerals,140,2018-01-09 13:29:24.823,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:26
*,158,Y,"16Q160193001404(TESTING)",Further Education and Training Certificate: Laboratory Analysis: Mining and Minerals,140,2018-01-09 14:18:53.017,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:26
*,159,Y,"16Q160193001404(TESTING)",Further Education and Training Certificate: Laboratory Analysis: Mining and Minerals,140,2018-01-09 14:27:56.220,9999-12-31 23:59:59.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:26
*,160,Y,"17 3",ELECTRICIAN Coal,122,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,161,Y,"17Q17003113135",Learnership: National Certificate in Autotronics Level 4,0,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2
*,162,Y,"18 3",DIESEL MECHANIC Coal,83,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,163,Y,"19 4",MILLWRIGHT OpenCast,147,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,164,Y,"2 1",MOTOR MECHANIC General,38,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,165,Y,"20 4",DIESEL MECHANIC OpenCast,100,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,166,Y,"21 4",PLATER (WELDER) OpenCast,69,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,167,Y,"22 4",ELECTRICIAN OpenCast,147,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,168,Y,"23 4",PLATER (BOILERMAKER) OpenCast,61,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,169,Y,"23Q230028561404",Learnership Towards National Certificate - Supervisor,140,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:17
*,170,Y,"24 4",FITTER (INCL. MACHINING) OpenCast,89,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1;ZZTradeQualification:ZZTradeQualification_ID:12
*,171,Y,"25 4",RIGGER AND ROPESMAN OpenCast,35,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,172,Y,"26 4",FITTER & TURNER OpenCast,96,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,173,Y,"27 6",DIESEL MECHANIC Diamond-OpenCast,100,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,174,Y,"28 5",PLATER (BOILERMAKER) Diamond,50,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,175,Y,"29 5",MILLWRIGHT Diamond,151,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,176,Y,"3 1",INSTRUMENT MECHANICIAN General,30,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,177,Y,"30 5",FITTER (INCL. MACHINING) Diamond,106,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,178,Y,"31 5",ELECTRICIAN Diamond,152,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,179,Y,"32 5",PLATER (WELDER) Diamond,50,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,180,Y,"33 5",FITTER & TURNER Diamond,110,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,181,Y,"34 5",DIESEL MECHANIC Diamond,92,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,182,Y,"35 6",ELECTRICIAN Diamond-OpenCast,152,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,183,Y,"36 6",PLATER (WELDER) Diamond-OpenCast,59,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,184,Y,"37 6",PLATER (BOILERMAKER) Diamond-OpenCast,59,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,185,Y,"38 6",FITTER (INCL. MACHINING) Diamond-OpenCast,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,186,Y,"39 6",FITTER & TURNER Diamond-OpenCast,93,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,187,Y,"4 2",ELECTRICIAN Metalliferous,20,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,188,Y,"40 1",PLUMBER General,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,189,Y,"41 1",MASON General,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,190,Y,"414 1",Earth Moving Equipment Mechanic,140,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,191,Y,"42 1",BLACKSMITH General,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,192,Y,"44 1",AUTO ELECTRICIAN General,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,193,Y,"45 1",BRICKLAYER General,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,194,Y,"46 1",DIAMOND AND JEWEL SETTING (excluding Marcasite Setting),0,2007-01-01 00:00:00.000,2012-12-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,195,Y,"47 1",PRECIOUS METAL WORKING AND MOUNTING (including Diamond Mounting but excluding Marcasite Working),120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,196,Y,"48 1",DIAMOND BRILLIANDEERING,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,197,Y,"49 1",DIAMOND CROSSWORKER,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,198,Y,"5 2",FITTER (INCL. MACHINING) Metalliferous,106,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,199,Y,"50 1",DIAMOND CUTTER,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,200,Y,"51 1",DIAMOND SAWYER,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,201,Y,"6 2",PLATER (WELDER) Metalliferous,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,202,Y,"61305",Automotive electrician mining,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:20
*,203,Y,"7 1",RIGGER AND ROPESMAN General,55,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,204,Y,"8 2",DIESEL MECHANIC Metalliferous,94,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,205,Y,"9 2",FITTER & TURNER Metalliferous,111,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:1
*,206,Y,"96276",Heavy Equipment Mechanic,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:29
*,207,Y,"96283",Goldsmith,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:30
*,208,Y,"96284",Diamond and gemstone setter,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:31
*,209,Y,"96349",Diamond Cutter,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:32
*,210,Y,"97388",Earth Moving Mechanic,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,N,,ref:ZZLkpArtisanType:ZZArtisanType:2;ZZTradeQualification:ZZTradeQualification_ID:33
*,211,Y,"16Q123456789",Test Open Cast,15,2023-10-25 00:00:00.000,2026-10-25 00:00:00.000,N,Y,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZTradeQualification:ZZTradeQualification_ID:35;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,212,Y,"16Q987654321",Test NCV,16,2023-10-25 00:00:00.000,2026-10-25 00:00:00.000,N,Y,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:7
*,213,Y,"16Q06112023",Test Live TVET programme,120,2023-11-01 00:00:00.000,2028-11-01 00:00:00.000,N,Y,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:4
*,214,Y,TestTrade20231123,Test Trade,120,2023-10-01 00:00:00.000,2027-11-23 00:00:00.000,N,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZTradeQualification:ZZTradeQualification_ID:35;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,215,Y,"671101",Eletrical,130,2024-03-13 00:00:00.000,2025-09-30 00:00:00.000,N,Y,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:40;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:3173;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,216,Y,"652302",Fitter and Turner,410,2024-03-01 00:00:00.000,2025-12-31 00:00:00.000,N,Y,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:41;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,217,Y,"651302",Boilermaker,130,2024-03-01 00:00:00.000,2025-12-31 00:00:00.000,N,Y,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:14;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,218,Y,"651202",Welder,373,2024-03-01 00:00:00.000,2025-12-31 00:00:00.000,N,Y,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:14;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,219,Y,"653303",Mechanical Fitter,410,2024-03-01 00:00:00.000,2025-12-31 00:00:00.000,N,Y,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:12;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,220,Y,"653306",Diesel Mechanic,540,2024-03-01 00:00:00.000,2025-12-31 00:00:00.000,N,Y,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZTradeQualification:ZZTradeQualification_ID:9;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
