AD_Org_ID[Name],ZZLearnershipTitle,ZZLearnershipCode,ZZLearnershipType,ZZQualification_ID[ZZSaqaQualificationCode],ZZNqfLevel,ZZCredits,ZZQualityAssuranceBody,Registrationstartdate,Registrationenddate,ZZMinimumElectiveCredits,IsActive,ZZMigrationCode/K,ZZMigrateValues
*,National Certificate: Lump Ore Beneficiation: Dense Medium Separation,16Q160062611632,,49045,2,163,,2005-09-20 00:00:00.000,2005-09-20 00:00:00.000,0,N,65,
*,Learnership National Certificate Furniture Making Wood,10Q100028001332,,49091,2,133,,2004-08-02 00:00:00.000,2004-08-02 00:00:00.000,0,N,66,
*,Further Education and Training Certificate: Minerals ,16Q160069441484,,50082,4,148,,2006-12-08 00:00:00.000,2006-12-08 00:00:00.000,0,N,67,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:528
*,National Certificate: Rockbreaking: Quarrying: Quarries,16Q160072483693,,57121,3,160,,2007-03-07 00:00:00.000,2007-03-07 00:00:00.000,0,N,68,
*,National Certificate: Rockbreaking: Quarrying: Dimension Stone,16Q160073481603,,57121,3,160,,2007-03-07 00:00:00.000,2007-03-07 00:00:00.000,0,N,69,
*,Further Education and Training Certificate: Carbonate Materials Manufacturing Processes: Lime Manufacturing,16Q160075261594,,57692,4,170,,2007-03-07 00:00:00.000,2007-03-07 00:00:00.000,0,N,70,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1444
*,Further Education and Training Certificate: Jewellery Designing,16Q160079311464,,57875,4,146,,2007-10-08 00:00:00.000,2007-10-08 00:00:00.000,0,N,71,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,Further Education and Training Certificate: Jewellery Manufacturing Operations,16Q160078291504,,57876,4,150,,2007-10-11 00:00:00.000,2007-10-11 00:00:00.000,0,N,72,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272
*,National Certificate: Electro-Mechanics: Mining and Minerals,16Q160083471662 ,,60293,2,166,,2007-05-02 00:00:00.000,2007-05-02 00:00:00.000,0,N,73,
*,Further Education and Training Certificate: Electro-Mechanics: Mining and Minerals,16Q160085291714 ,,60295,4,171,,2007-05-02 00:00:00.000,2007-05-02 00:00:00.000,0,N,74,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,National Certificate: Electro-Mechanics: Mining and Minerals,16Q160077471413,,60294,3,141,,2007-05-02 00:00:00.000,2007-05-02 00:00:00.000,0,N,75,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,National Certificate: Electro-Mechanics: Mining and Minerals,16Q160084441413 ,,60294,3,141,,2007-05-02 00:00:00.000,2007-05-02 00:00:00.000,0,N,76,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,Further Education and Training Certificate: Engineering Fabrication ,16Q160092282344,,60292,4,234,,2007-08-16 00:00:00.000,2007-08-16 00:00:00.000,0,N,77,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192
*,National Certificate: Mining Operations for Underground Hard Rock: Conventional Mining,16Q160086991302 ,,58739,2,130,,2007-08-16 00:00:00.000,2007-08-16 00:00:00.000,0,N,78,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,National Certificate: Mining Operations for Underground Hard Rock: Mechanised Mining,16Q160089991302,,58739,2,130,,2007-08-16 00:00:00.000,2007-08-16 00:00:00.000,0,N,79,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,National Certificate: Rock Breaking Underground Hard Rock: Conventional Mining,16Q160088331263 ,,58760,3,126,,2012-06-30 00:00:00.000,2012-06-30 00:00:00.000,0,N,80,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,National Certificate: Rock Breaking Underground Hard Rock: Mechanised Mining,16Q160087331293,,58760,3,126,,2007-08-16 00:00:00.000,2007-08-16 00:00:00.000,0,N,81,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,National Certificate: Mineral Processing: Base Metals,16Q160094641292,,59305,2,129,,2007-11-28 00:00:00.000,2007-11-28 00:00:00.000,0,N,82,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,National Certificate: Lump Ore Beneficiation: Diamonds,16Q160061611632,,49045,2,163,,2004-12-02 00:00:00.000,1900-01-01 00:00:00.000,0,N,83,
*,National Certificate: Lump Ore Beneficiation: Heavy Minerals,16Q160063611632,,49045,2,0,,2004-12-02 00:00:00.000,1900-01-01 00:00:00.000,0,N,84,
*,National Certificate: Engineering Fabrication,16Q160090442142,,60290,2,148,,2007-08-16 00:00:00.000,2007-08-16 00:00:00.000,0,N,85,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192
*,National Certificate: Engineering Fabrication,16Q160091512863,,60291,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,86,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192
*,National Certificate: Occupational Hygiene and Safety,16Q160068541443,,79826,3,144,,2008-10-20 00:00:00.000,2008-10-20 00:00:00.000,0,N,87,
*,National Certificate: Plater/Boilermaker: Coal,16Q160020001343,,23630,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,88,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074
*,National Certificate: Plater/Boilermaker: Diamonds Open Cast,16Q160022001493,,23630,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,89,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074
*,National Certificate: Plater/Boilermaker: Metalliferous,16Q160021001733,,23630,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,90,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074
*,National Certificate: Plater/Boilermaker: Opencast,16Q160019001323,,23630,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,91,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074
*,National Certificate Plater/Welder - Coal,16Q160016001333,,23631,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,92,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate: Plater/Welder: Metalliferous,16Q160017001773,,23631,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,93,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate: Plater/Welder: Open Cast,16Q160051001463,,23631,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,94,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate: Plater/Welder: Underground Diamonds,16Q160018001623,,23631,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,95,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate: Plater/Welder: Diamonds Opencast,16Q160018001523,,23631,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,96,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate: Rockbreaking: Underground Hard Rock,16Q160067321303,,49014,3,130,,2007-04-03 00:00:00.000,2007-04-03 00:00:00.000,0,N,97,
*,National Certificate: Mining Operations: Underground Hard Rock,16Q160066551402,,49013,2,140,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,98,
*,Further Education and Training Certificate: Carbonate Materials Manufacturing Processes: Cement Manufacturing,16Q160074271594,,57692,4,159,,2007-03-07 00:00:00.000,2007-03-07 00:00:00.000,0,N,99,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1444
*,Occupationally Directed Education and Training Practices,07Q070003151335,,48873,5,133,,2004-11-01 00:00:00.000,2004-11-01 00:00:00.000,0,N,100,
*,National Certificate: Mining Operations Underground Hard Rock Tabular,16Q160059991692,,21839,2,169,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,101,
*,National Certificate: Millwright: Metalliferous,16Q160030004444,,23633,4,444,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,102,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,National Certificate: Millwright: Opencast,16Q160031003814,,23633,4,381,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,103,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,National Certificate: Millwright: Coal,16Q160029004094,,23633,4,409,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,104,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,National Certificate: Rockbreaking for Underground Hard Rock Tabular Ore Bodies ,16Q160060391203,,21840,3,120,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,105,
*,National Certificate: Strata Control Operations: Underground Hard Rock Mining,16Q160103401232 ,,59549,2,123,,2009-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,N,106,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,National Certificate: Strata Control Operations: Massive Mining,16Q160104391232,,59549,3,150,,2008-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,N,107,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,National Certificate: Diamond Processing: Preparation,16Q160097281503 ,,59851,3,150,,2009-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,N,108,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,National Certificate: Diamond Processing: Top Polishing,16Q160100291503,,59851,3,150,,2009-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,N,109,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,National Certificate: Strata Control Operations: Underground Coal Mining,16Q160102411232 ,,59549,2,123,,2009-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,N,110,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,National Certificate: Strata Control Operations: Surface Mining,16Q160105411232 ,,59549,2,123,,2008-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,N,111,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,National Certificate: Diamond Processing: Bottom Polishing,16Q160099291503 ,,59851,3,150,,2009-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,N,112,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,National Certificate: Diamond Processing: Automatic Polishing,16Q160101301503 ,,59851,3,150,,2008-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,N,113,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,National Certificate: Diesel Mechanic: Open Cast,16Q160052001463,,23624,3,146,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,114,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105
*,National Certificate Millwright – Diamond,16Q160028003394,,23633,4,339,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,115,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,National Certificate: Diesel Mechanic: Underground Diamonds,16Q160011001303,,23624,2,168,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,N,116,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105
*,National Certificate: Engineering Maintenance: Underground Hard Rock (Metalliferous) : Stoping and Developing,16Q160049591732,,21815,2,173,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,N,117,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:49
*,Further Education and Training Certificate: Carbonate Materials Manufacturing Processes: Cement Manufacturing,16Q1600742715944,,57692,2,159,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,N,118,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1444
*,Further Education and Training Certificate: Carbonate Materials Manufacturing Processes: Lime Manufacturing,16Q1600752615944,,57692,2,170,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,N,119,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1444
*,National Certificate: Mineral Processing: Base Metals,16Q1600714212433,,62769,,130,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,N,120,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,National Certificate: Rockbreaking: Quarrying: Dimension Stone ,16Q1600734816033,,57121,2,160,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,N,121,
*,National Certificate: Rockbreaking: Quarrying:Quarries,16Q1600724836933,,57121,2,160,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,N,122,
*,Engineering Fabrication Level 2,16Q16160090442142,,60290,2,214,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,N,123,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192
*,National Certificate: Diamond Processing: Cutting,16Q160098271503,,59851,3,150,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,N,124,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,National Certificate in Autotronics Level 4,17Q1700311354,,22860,4,135,,2011-10-20 00:00:00.000,2011-10-20 00:00:00.000,0,N,125,
*,NQF 5 NATIONAL DIPLOMA IN ABET PRACITICES,07q07002152405,,20159,5,240,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,126,
*,National Certificate in Electrical Engineering (Electrical Construction),08q080031321562,,48473,2,156,,2005-04-11 00:00:00.000,2005-04-11 00:00:00.000,0,N,127,
*,National Certificate General Security Practices,19Q0000055292743,,3,3,274,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,128,
*,National Certificate Instrumentation Mechanician ,16Q160008001764 (V2),,23628,4,259,,2003-06-02 00:00:00.000,2003-06-02 00:00:00.000,0,N,129,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1174
*,National Certificate: Mineral Processing: Lump Ore Beneficiation,16Q160093561292,,59305,1,129,,2007-11-28 00:00:00.000,2007-11-28 00:00:00.000,0,N,130,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,"National Certificate: Occupational Health, Safety and Environment",16Q160147511202,,74292,,120,,2008-11-26 00:00:00.000,2008-11-26 00:00:00.000,0,N,131,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:316
*,National Certificate: Rockbreaking: Surface Excavations: Dimension Stone Operations ,16Q160107361413,,62869,3,141,,2008-09-17 00:00:00.000,2008-09-17 00:00:00.000,0,N,132,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236
*,National Certificate: Rockbreaking: Surface Excavations: Surface Mining and Quarrying ,16Q160106431413,,62869,3,141,,2008-09-17 00:00:00.000,2008-09-17 00:00:00.000,0,N,133,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236
*,Further Education and Training Certificate: Diamond Processing: Brillianteering ,16Q160135361614,,64729,4,161,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,134,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,Further Education and Training Certificate: Diamond Processing: Crossworking ,16Q160134281614,,64729,4,161,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,135,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,Further Education and Training Certificate: Diamond Processing: Bruting ,16Q160133331614,,64729,4,161,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,136,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,National Certificate: Mineral Processing: Lump Ore Beneficiation,16Q160110381303,,62769,3,130,,2008-08-20 00:00:00.000,2008-08-20 00:00:00.000,0,N,137,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,National Certificate: Jewellery Manufacturing,16Q160126301342,,65049,2,134,,2009-12-03 00:00:00.000,2009-12-03 00:00:00.000,0,N,138,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1259
*,National Certificate: Jewellery Manufacturing,16Q160127391373,,65209,3,137,,2009-03-12 00:00:00.000,2009-03-12 00:00:00.000,0,N,139,
*,National Certificate: Electrical Engineering,16Q160137391402,,67429,2,140,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,140,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,National Certificate: Electrical Engineering,16Q160138381333,,72071,3,133,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,141,
*,Further Education and Training Certificate: Electrical Engineering,16Q160139421304,,72069,4,130,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,142,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,Further Education and Training Certificate: Mineral Processing,16Q160140361347,,64889,4,137,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,143,
*,National Certificate: Automotive Repair and Maintenance,16Q160141351252,,78543,2,125,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,144,
*,Further Education and Training Certificate: Automotive Repair and Maintenance,16Q160143441594,,78545,4,159,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,145,
*,National Certificate: Measurement Control and Instrumentation,16Q160120211203,,74552,3,120,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,146,
*,National Certificate: Measurement Control and Instrumentation,16Q160121321332,,74550,2,133,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,147,
*,Further Education and Training Certificate: Measurement Control and Instrumentation,16Q160119211344,,74551,4,134,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,N,148,
*,Further Education and Training Certificate: Autotronics,17Q170250351344,,78883,4,134,,2011-06-20 00:00:00.000,2011-06-20 00:00:00.000,0,N,149,
*,National Certificate: Metals Production,16Q160114431202,,65190,2,120,,2012-06-30 00:00:00.000,2009-06-30 00:00:00.000,0,N,150,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073
*,National Certificate: Metals Production,16Q160115261203,,65192,3,120,,2009-06-30 00:00:00.000,2009-06-30 00:00:00.000,0,N,151,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073
*,Further Education and Training Certificate: Metals Production,160Q160116351404,,65194,4,140,,2009-06-30 00:00:00.000,2009-06-30 00:00:00.000,0,N,152,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073
*,National Certificate: Autotronics,17Q170248311272,,78944,2,127,,2011-03-31 00:00:00.000,2011-03-31 00:00:00.000,0,N,153,
*,National Certificate: Autotronics,17Q170249261323,,78923,3,132,,2011-03-31 00:00:00.000,2011-03-31 00:00:00.000,0,N,154,
*,Natiional Certificate: Instrumentation Mechanician ,16Q160008001764 (V3),,23628,4,237,,2011-09-28 00:00:00.000,2011-09-28 00:00:00.000,0,N,155,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1174
*,National Certificate: Mineral Processing: Platinum,16Q160109401303,,62769,3,130,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,0,N,156,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,National Certificate: Mineral Processing : Gold,16Q160112541303,,62769,3,130,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,0,N,157,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,National Certificate: Mineral Processing: Mineral Sands,16Q160113311303,,62769,3,130,,2011-11-23 00:00:00.000,2011-11-23 00:00:00.000,0,N,158,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,Further Education and Training Certificate: Diamond Design and Evaluation: Rough Evaluation,16Q160128371644,,64249,4,150,,2011-11-25 00:00:00.000,2011-11-25 00:00:00.000,0,N,159,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,Further Education and Training Certificate: Diamond Design and Evaluation: Basic Marking and Design,16Q160129391644,,64249,4,0,,2011-11-25 00:00:00.000,2011-11-25 00:00:00.000,0,N,160,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,Further Education and Training Certificate: Diamond Design and Evaluation: Grading Polished Daimonds,16Q160130381644,,64249,4,0,,2011-11-30 00:00:00.000,2011-11-30 00:00:00.000,0,N,161,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,Further Education and Training Certificate: Diamond Design and Evaluation: Inspecting,16Q160131381644,,64249,4,0,,2011-11-30 00:00:00.000,2011-11-30 00:00:00.000,0,N,162,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,Further Education and Training Certificate: Diamond Processing: Fancy Stone Making,16Q160136391614,,64729,4,0,,2011-12-01 00:00:00.000,2011-12-01 00:00:00.000,0,N,163,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,Further Education and Training Certificate: Mineral Processing,16Q160140361374,,64889,4,137,,2011-12-01 00:00:00.000,2011-12-01 00:00:00.000,0,N,164,
*,National Certificate: Laboratory Practice:General,16Q160144541202,,73309,2,120,,2011-02-12 00:00:00.000,2011-02-12 00:00:00.000,0,N,165,
*,National Certificate: Laboratory Practice: Precious Metal,16Q160145541202,,73310,2,120,,2011-02-12 00:00:00.000,2011-02-12 00:00:00.000,0,N,166,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102
*,National Certificate: Chemical Operations: Mineral Extraction and Refining,16Q160124391203,,78903,3,120,,2011-05-12 00:00:00.000,2011-05-12 00:00:00.000,0,N,167,
*,National Certificate: Chemical Operations: Sulphuric Acid Manufacturing,16Q160123321203,,78903,3,0,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,N,168,
*,Further Education and Training Certificate: Mining Operations: Underground Hard  Rock Mining ,16Q160156311634,,74490,4,160,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,N,169,
*,National Certificate: Chemical Operations,16Q160122311352,,78547,2,135,,2011-05-12 00:00:00.000,2011-05-12 00:00:00.000,0,N,170,
*,Further Education and Training Certificate: Mining Operations:Surface Excavations,16Q160151261604,,74490,4,160,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,N,171,
*,National Certificate: Generic Management: Cement Manufacturing,16Q160125221625,,64869,5,0,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,N,172,
*,National Certificate: Strata Control Operations: Underground Coal Mining,16Q160153391363,,60369,3,0,,2011-05-12 00:00:00.000,2011-05-12 00:00:00.000,0,N,173,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,National Certificate: Strata Control Operations: Massive Mining,16Q160155391363,,60369,3,0,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,N,174,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,National Certificate: Strata Control Operations: Surface Mining,16Q160154391363,,60369,3,0,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,N,175,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,National Certificate: Mineral Processing: Mineral Sands,16Q160152291292,,59305,2,129,,2011-05-12 00:00:00.000,2011-05-12 00:00:00.000,0,N,176,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,Further Education and Training Certificate: Strata Control Operations,16Q160148401654,,62796,4,0,,2011-12-06 00:00:00.000,2011-12-06 00:00:00.000,0,N,177,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,National Certificate: Mineral Processing: Platinum,16Q160096591292,,59305,2,129,,2012-06-02 00:00:00.000,2012-02-06 00:00:00.000,0,N,178,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,National Certificate: Mining Technical Support: Geology,16Q160142361252,,60349,2,125,,2012-12-03 00:00:00.000,2012-12-03 00:00:00.000,0,N,179,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:814
*,National Certificate: Mining Technical Support: Sampling,16Q160118321252,,60349,2,125,,2012-12-03 00:00:00.000,2012-12-03 00:00:00.000,0,N,180,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:814
*,National Certificate: Mining Technical Support: Surveying,16Q160117321252,,60349,2,125,,2012-12-03 00:00:00.000,2012-12-03 00:00:00.000,0,N,181,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:814
*,Further Education and Training Certificate: Mining Operations: Underground Coal Mining,16Q160150301624,,74490,1,160,,2012-04-17 00:00:00.000,2012-04-17 00:00:00.000,0,N,182,
*,National Certificate: Mineral Processing: Uranium,16Q160108331303,,62769,3,130,,2012-04-17 00:00:00.000,2012-04-17 00:00:00.000,0,N,183,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,987,987,,21842,4,120,,2011-01-07 00:00:00.000,2010-01-06 00:00:00.000,0,N,184,
*,Further Education and Training Certificate: Jewellery Manufacturing Operations: Gemstone Setting,16Q160081261464,,57876,4,150,,2012-08-01 00:00:00.000,2012-08-01 00:00:00.000,0,N,185,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272
*,National Certificate: Lamproom Operations,16Q160170321263,,78323,3,126,,2014-11-13 00:00:00.000,2014-11-13 00:00:00.000,0,N,186,
*,National Certificate Millwright – Diamond,16Q160028003394 (V2),,23633,4,359,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,187,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,National Certificate Plater/Welder - Coal,16Q160016001333 (V2),,23631,3,152,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,188,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate: Diesel Mechanic: Coal,16Q160012001623 (V2),,23624,4,191,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,189,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105
*,National Certificate: Diesel Mechanic: Metalliferous,16Q160013001493 (V2),,23624,3,171,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,190,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105
*,National Certificate: Diesel Mechanic: Open Cast,16Q160052001463 (V2),,23624,3,184,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,191,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105
*,National Certificate: Diesel Mechanic: Surface Diamonds,16Q160014001373 (V2),,23624,3,186,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,192,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105
*,National Certificate: Diesel Mechanic: Underground Diamonds,16Q160011001303 (V2),,23624,2,182,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,N,193,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105
*,National Certificate: Electrical: Metalliferous,16Q160041003404 (V2),,23625,4,204,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,194,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,National Certificate: Electrical: Opencast,16Q160040003294 (V2),,23625,4,215,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,195,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,National Certificate: Electrical: Surface Coal,16Q160039003444 (V2),,23625,4,209,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,196,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,National Certificate: Electrical: Surface Diamonds,16Q160042003014 (V2),,23625,4,223,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,197,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,National Certificate: Electrical: Underground Coal,16Q160038003494 (V2),,23625,4,215,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,198,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,National Certificate: Electrical: Underground Diamonds,16Q160037003134 (V2),,23625,4,217,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,199,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
