ID,SkillsProgrammeCode,SkillsProgrammeTitle,NQFLevelID,Credits,RegistrationStartDate,RegistrationEndDate,QualityAssuranceBodyID,SkillsProgrammeTypeID,QualificationID,AETLevelID,OFOOccupationID,MinimumElectiveCredits,SkillsProgrammeGrantTypeID,MigrationRecordID,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted,SysStartTime,SysEndTime,IsOHS
79,49105,National Certificate Furniture Making Wood,3,122,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,42,0,0,122,0,81,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
80,49092,Further Education and Training Certificate in Furniture Making Specialism,4,155,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,43,0,0,155,0,82,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
81,23255,National Certificate Mechanical Engineering Fitting and Machining,3,174,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,44,0,1102,174,0,83,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
82,49046,National Certificate in Lump Ore Beneficiation (L3),3,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,45,0,0,120,0,84,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
83,49049,Further Education and Training Certificate in Lump Ore Beneficiation,4,135,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,46,0,0,135,0,85,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
84,58186,National Certificate in Sulphuric Acid Production,3,134,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,49,0,0,134,0,86,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
85,58226,National Certificate in Sulphuric Acid Production,2,166,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,50,0,0,166,0,87,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
86,58228,Further Education and Training Certificate in Sulphuric Acid Production,4,146,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,51,0,0,146,0,88,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
87,48972,National Certificate: Plant Production,1,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,53,0,0,120,0,89,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
88,21839,National Certificate In Mining Operations Underground Hardrock Narrow Tabular (Version1),2,159,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,0,2,54,0,0,0,0,90,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
89,21840,National Certificate in Rockbreaking Underground Hardrock Narrow Tabular (Version1),3,140,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,0,2,55,0,0,140,0,91,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
90,14115,National Certificate in Fast Food Services,3,138,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,56,0,0,138,0,92,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
91,48918,Further Education and Training Certificate in Measurement Control and Instrumentation,6,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,61,0,1112,120,0,94,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
92,50309,Further Education and Training Certificate: Environmental Practice,4,140,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,62,0,0,140,0,95,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
93,49596,National Certificate: Radiation Monitoring,3,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,63,0,0,120,0,96,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
94,58267,General Education and Training Certificate: Mining and Minerals Processes,1,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,0,2,68,0,0,22,0,97,2022-12-12 13:31:20.827,1,2023-07-07 21:23:35.993,3553,0,2023-07-07 19:23:35.9954318,9999-12-31 23:59:59.9999999,0
95,58722,National Certificate Engineering Fabrication,2,148,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,74,0,192,148,0,99,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
96,58720,National Ceritificate Engineering Fabrication,3,138,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,75,0,192,138,0,100,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
97,50334,National Certificate in Occupationally Directed Education Training and Develpment Practivrd,5,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,78,0,0,120,0,101,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
98,58952,further Education and Training Certificate: Laboratory Analysis,4,140,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,79,0,102,140,0,102,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
99,59851,National Certificate: Diamond Processing,3,150,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,81,0,1117,82,0,103,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
100,59549,National Certificate: Strata Control Operations,2,123,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,82,0,57,123,0,104,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
101,60369,National Certificate Strata Contol operations,3,136,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,83,0,57,136,0,105,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
102,59689,"National Certificate: Mechanical Engineering ",2,130,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,84,0,1090,130,0,106,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
103,59669,National Certificate: Mechanical Engineering: Fitting,3,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,85,0,1090,120,0,107,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
104,59709,FETC: Mechanical Engineering : Fitting,4,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,86,0,1090,120,0,108,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
105,60349,National Certificate: Mining Technical Support,2,125,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,87,0,814,125,0,109,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
106,"NVC 012 ","New venture creation ",0,0,2008-10-01 00:00:00.000,2008-10-31 00:00:00.000,0,1,0,0,0,7,0,110,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
107,16/MQA/SP/0058,Blasting Assistant FOR Underground Hardrock (Version 1),0,30,2007-06-14 00:00:00.000,2010-06-14 00:00:00.000,0,1,0,0,0,22,0,165,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
108,16/MQA/SP/0058,Blasting Assistant FOR Underground Hardrock (Version 3),0,28,2007-08-20 00:00:00.000,2010-08-20 00:00:00.000,0,1,0,0,0,23,0,166,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
109,16/MQA/SP/0058/,Blasting Assistant FOR Underground Hardrock (Version 3 B) LATEST,0,22,2007-08-21 00:00:00.000,2010-08-21 00:00:00.000,0,1,0,0,0,2,0,167,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
110,16/SP/029,Blasting Assistant Operations in Underground Coal Mines V2,0,0,2005-10-17 00:00:00.000,2008-10-17 00:00:00.000,0,1,0,0,0,37,0,168,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
111,Fall A MnC ContM,Skills Programme: Competent Person A: To examine and declare a working place safe (Underground Coal Continuous Mining) (Inactive),0,120,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,0,1,0,0,1256,96,0,171,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
112,Fall A MnC ConvM,Skills Programme: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1 (Underground Coal Conventional Mining),0,43,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,0,1,0,0,0,23,0,172,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
113,Fall A MnC LM,Skills Programme: Fall of Ground Regulations: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1 (Underground Coal Longwall Mining),0,0,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,0,1,0,0,1256,0,0,173,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
114,Fall A MnH M,Skills Programme: Fall of Ground Regulations: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1(Underground Hard Rock Massive),0,42,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,1,0,0,0,18,0,174,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
115,Fall A MnH NT,Skills Programme: Fall of Ground Regulations: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1 (Underground Hard Rock Narrow Tabular),0,50,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,1,0,0,0,23,0,175,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
116,Fall B MnC ContM,"Skills Programme: Fall of ground regulations: Competent Person B: To install, maintain and remove any support unit for the purposes of regulation 1.7 (Underground Coal Continuous Mining)",0,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1256,2,0,176,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
117,Fall B MnC ConvM,"Skills Programme: Fall of ground regulations: Competent Person B: To install, maintain and remove any support unit for the purposes of regulation 1.7 (Underground Coal Conventional Mining)",0,59,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1256,31,0,177,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
118,Fall B MnC LM,"Skills programme: Fall of ground regulations: Competent Person B: To install, maintain and remove any support unit for the purposes of regulation 1.7 (Underground Coal Longwall Mining)",0,15,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1256,0,0,178,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
119,MQA/SP/0009/05,"Skills Programme: Competent Person B: To install, maintain and remove support unit (Underground Hard Rock Narrow Tabular) V2",0,24,2007-01-01 00:00:00.000,2024-07-30 23:59:59.000,0,1,0,0,0,8,0,179,2022-12-12 13:31:20.827,1,2024-07-31 15:08:54.133,3551,0,2024-07-31 13:08:54.1301997,9999-12-31 23:59:59.9999999,0
120,MQA/SP/0010/05,"Skills Programme: Competent Person B: To Install, Maintain and Removal of Support in (Underground Hard Rock Operations) (Massive) V2",0,18,2007-01-01 00:00:00.000,2024-07-30 23:59:59.000,0,1,0,0,0,5,0,180,2022-12-12 13:31:20.827,1,2024-07-31 15:08:54.133,3551,0,2024-07-31 13:08:54.1301997,9999-12-31 23:59:59.9999999,0
121,MQA/SP/0037/05,Skills Programme: Continuous Mining Operations,0,126,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1256,63,0,181,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
122,MQA/SP/0042/05,Skills Programme: Blasting Assistant in Surface Mining,0,0,2006-03-16 00:00:00.000,2009-03-16 00:00:00.000,0,1,0,0,0,17,0,182,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
123,MQA/SP/0049/06,Skills Programme: Thickening of a Slurry (Version 1),0,24,2006-11-03 00:00:00.000,2009-11-03 00:00:00.000,0,1,0,0,0,4,0,183,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
124,MQA/SP/0005A/05,Skills Programme: The Examination and Declaring Safe of a Workplace in Underground: Conventional,0,24,2005-10-19 00:00:00.000,2008-10-19 00:00:00.000,0,1,0,0,0,0,0,188,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
125,MQA/SP/0005B/05,Skills Programme: The Examination and Declaring Safe of a Workplace in Underground: Continuous Mining,0,90,2005-10-19 00:00:00.000,2008-10-19 00:00:00.000,0,1,0,0,0,66,0,189,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
126,MQA/SP/0005C/05,Skills Programme: The Examination and Declaring Safe of a Workplace in Underground: Wall Mining,0,85,2005-10-19 00:00:00.000,2008-10-19 00:00:00.000,0,1,0,0,0,66,0,190,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
127,49014,National Certificate in  Rockbreaking for Underground Hard Rock (version 2),3,130,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,91,0,0,46,0,308,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
128,49013,"National Certificate Mining Operations Underground Hard Rock ",2,140,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,0,2,93,0,0,60,0,309,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
129,58760,National Certificate: Rock Breaking Underground Hard Rock (Version 3),3,126,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,73,0,1256,44,0,310,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
130,21842,"National Certificate: Surface Mining Rockbreaking ",2,147,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,15,0,0,20,0,311,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
131,58739,National Certificate in Mining Operations for Underground Hard Rock (version3),2,130,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,72,0,1256,30,0,369,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
132,23654,National Certificate in Generic Management,3,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,57,0,0,120,0,374,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
133,MQA/SP/0008/(B)/05,"Skills Programme: The installation, maintenance and removal of support in underground coal mining operations - Roof bolter Machine Support",0,63,2005-10-30 00:00:00.000,2008-10-30 00:00:00.000,0,1,0,0,0,30,0,375,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
134,MQA/SP/0008(A)/05,"Skills Programme: The installation, maintenance and removal of support in underground coal mining operations - Timber Support",0,58,2005-10-30 00:00:00.000,2008-10-30 00:00:00.000,0,1,0,0,0,30,0,376,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
135,21841,National Certificate in Winding Engine Driving,3,127,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,7,0,1396,20,0,377,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
136,MQA/SP/0008/05,"Skills Programme: Competent Person B: To install, maintain and remove any support in Underground Coal Mining Operations - Compressed Air / Hydraulic Support V3",0,18,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,0,1,0,0,1256,3,0,378,2022-12-12 13:31:20.827,1,2024-07-31 15:06:32.810,3551,0,2024-07-31 13:06:32.8022075,9999-12-31 23:59:59.9999999,0
137,Q230033341525,Team Leader,0,0,2003-10-08 00:00:00.000,2006-10-08 00:00:00.000,0,1,0,0,0,0,0,382,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
138,23Q23006381382,New Venture Creation,0,198,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,0,1,0,0,0,48,0,383,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
139,MQA/SP/0071/09,Skills Programme: Conduct Occupational Health and Safety Representative activities in the Mining and Minerals Sector - V2,0,11,2009-03-03 00:00:00.000,2010-12-10 00:00:00.000,0,1,0,0,0,2,0,384,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
140,MQA/SP/0072/09,Skills Programme: Flotation,0,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,0,0,385,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
141,21844,National Certificate in Jewellery Manufacture in a Production Environment,3,159,2005-08-03 00:00:00.000,2008-08-03 00:00:00.000,0,2,8,0,0,0,0,392,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
142,SP/CLA-G017,Skills Programme: Blasting Assistant in Surface Mines and Quarries,0,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1236,2,0,393,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
143,SP/CLA-G015 (A),"Skills Programme: Competent Person A- The Examination, making safe and declaring safe of surface mines, quarries, dumps and stockpiles",0,27,2018-07-01 00:00:00.000,2018-10-22 00:00:00.000,0,1,0,0,1236,2,0,394,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
144,SP/CLA-G015 (B),"Skills Programme: Competent Person A: The Examination, making safe and declaring safe of surface mines, quarries, dumps and stockpiles",0,22,2018-07-01 00:00:00.000,2018-10-22 00:00:00.000,0,1,0,0,0,2,0,395,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
145,SP/CLA-G018,Skills Programme: The control of explosives magazines on surface mines and qaurries,0,10,2009-06-01 00:00:00.000,2013-10-07 00:00:00.000,0,1,0,0,0,0,0,396,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
146,SP/CLA-G016,"Skills Programme: Competent Person B: The installation, maintenance and removal of support units in Surface Mines and Quarries",0,29,2018-07-01 00:00:00.000,2020-02-14 00:00:00.000,0,1,0,0,1236,2,0,397,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
147,MQA/SP/0073/09,Skills Programme: Small and Micro businesses in the diamond processing industry,0,26,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1117,0,0,399,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
148,MQA/SP/0074/09,Skills Programme: Rough Sorting of Diamond Gemstones,0,45,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1117,0,0,400,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
149,MQA/SP/0075/09,Skills Programme: Rough Evaluation of Diamond Gemstones,0,50,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1117,0,0,401,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
150,MQA/SP/0076/09,Skills Programmes: Laser cutting of diamond gemstones,0,90,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1117,45,0,402,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
151,MQA/SP/0077/09,Skills Programme: Introduction to the Diamond Processing Industry,0,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1117,0,0,403,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
152,MQA/SP/0078/09,Skills Programme: Diamond Trading,0,80,2009-06-29 00:00:00.000,2015-06-30 00:00:00.000,0,1,0,0,0,0,0,405,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
153,MQA/SP/0079/09,Skills Programme: Blasting Assistant in Surface Mines and Quarries,0,12,2009-06-29 00:00:00.000,2012-12-30 00:00:00.000,0,1,0,0,0,0,0,407,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
154,MQA/SP/0080/09,"Skills Programme: Competent Person A - The examination, making safe and declaring safe of surface mines, quarries, dumps and stockpile",0,45,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,0,1,0,0,0,23,0,408,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
155,MQA/SP/0088/09,Skills Programme in Crushing (Version 2),0,23,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,0,1,0,0,0,2,0,409,2022-12-12 13:31:20.827,1,2023-07-07 21:23:35.993,3553,0,2023-07-07 19:23:35.9954318,9999-12-31 23:59:59.9999999,0
156,MQA/SP/0082/09,Skills Programme: The control of explosives magazines on surface excavation and quaries,0,0,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,0,1,0,0,0,31,0,410,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
157,MQA/SP/0081/09,"Skills Programme: Competent B- The installation, maintenance and removal of support units in Surface Mines and Quarries",0,0,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,0,1,0,0,0,21,0,411,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
158,MQA/SP/0029/09,Skills Programmes: Ore Reception,0,8,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,0,0,412,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
159,MQA/SP/0107/09,Skills Programme: Dense Medium Separation (Version 2),0,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,0,0,414,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
160,MQA/SP/0089/09,Skills Programme: Scrubbing and Screening (Version 2),0,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,2,0,415,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
161,MQA/SP/0109/09,Skills Programme: Thickening of a Slurry (Version3),0,12,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,2,0,416,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
162,MQA/SP/0110/09,Skills Programme:  Adsorption of Gold onto activated carbon (Version 2),0,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,16,0,417,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
163,MQA/SP/0011/09,Skills Programme: Handling of Chemicals (Version 2),0,57,2015-07-01 00:00:00.000,2018-05-16 00:00:00.000,0,1,0,0,0,11,0,418,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
