ID,UnitGroupID,Code,Description,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted,SysStartTime,SysEndTime
136,31,2021-143105,Sports Administrator,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
137,31,2021-143106,Amusement Centre Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
138,31,2021-143107,Fitness Centre Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
139,31,2021-143108,Facility Centre Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
140,31,2021-143109,Club Membership Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
141,32,2021-143901,Facilities Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
142,32,2021-143902,Cleaning Services Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
143,32,2021-143903,Boarding Kennel or Cattery Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
144,32,2021-143904,Security Services Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
145,32,2021-143905,Call or Contact Centre Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
146,32,2021-143906,Caravan Park and Camping Ground Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
147,32,2021-143907,Dockmaster,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
148,32,2021-143908,Travel Accommodation Inspector,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
149,32,2021-143909,Travel Agency Manager,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
150,33,2021-211101,Physicist,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
151,34,2021-211201,Meteorologist,2022-12-12 12:24:12.703,0,2022-12-12 12:24:12.703,0,0,2022-12-12 09:44:26.6120734,9999-12-31 23:59:59.9999999
